cluster,hour,count,risk_score,risk_tier
544,21,4,3.24,🟡 MEDIUM
544,22,3,3.24,🟡 MEDIUM
544,23,2,3.24,🟡 MEDIUM
545,4,14,3.19,🟡 MEDIUM
545,7,5,3.19,🟡 MEDIUM
546,1,1,6.36,🟠 HIGH
546,6,1,6.36,🟠 HIGH
546,8,18,6.36,🟠 HIGH
546,10,23,6.36,🟠 HIGH
546,21,1,6.36,🟠 HIGH
547,0,7,6.04,🟠 HIGH
547,1,1,6.04,🟠 HIGH
547,2,7,6.04,🟠 HIGH
547,3,1,6.04,🟠 HIGH
547,4,2,6.04,🟠 HIGH
547,5,6,6.04,🟠 HIGH
547,6,1,6.04,🟠 HIGH
547,7,2,6.04,🟠 HIGH
547,8,1,6.04,🟠 HIGH
547,22,2,6.04,🟠 HIGH
547,23,56,6.04,🟠 HIGH
548,0,9,5.4,🟠 HIGH
548,1,4,5.4,🟠 HIGH
548,3,2,5.4,🟠 HIGH
548,5,3,5.4,🟠 HIGH
548,6,1,5.4,🟠 HIGH
548,7,8,5.4,🟠 HIGH
548,8,1,5.4,🟠 HIGH
549,0,5,4.59,🟠 HIGH
549,1,9,4.59,🟠 HIGH
549,2,6,4.59,🟠 HIGH
549,6,19,4.59,🟠 HIGH
549,7,1,4.59,🟠 HIGH
549,21,59,4.59,🟠 HIGH
549,22,8,4.59,🟠 HIGH
549,23,5,4.59,🟠 HIGH
550,0,23,5.09,🟠 HIGH
550,1,10,5.09,🟠 HIGH
550,5,4,5.09,🟠 HIGH
550,6,10,5.09,🟠 HIGH
550,20,3,5.09,🟠 HIGH
551,1,1,3.21,🟡 MEDIUM
551,2,2,3.21,🟡 MEDIUM
551,3,14,3.21,🟡 MEDIUM
551,4,4,3.21,🟡 MEDIUM
551,5,2,3.21,🟡 MEDIUM
551,6,3,3.21,🟡 MEDIUM
551,7,1,3.21,🟡 MEDIUM
551,9,2,3.21,🟡 MEDIUM
551,23,7,3.21,🟡 MEDIUM
552,0,10,1.46,🟢 LOW
552,1,9,1.46,🟢 LOW
552,2,1,1.46,🟢 LOW
552,23,4,1.46,🟢 LOW
553,1,5,5.73,🟠 HIGH
553,2,2,5.73,🟠 HIGH
553,3,5,5.73,🟠 HIGH
553,5,5,5.73,🟠 HIGH
553,6,8,5.73,🟠 HIGH
553,7,4,5.73,🟠 HIGH
553,9,1,5.73,🟠 HIGH
553,11,2,5.73,🟠 HIGH
553,20,1,5.73,🟠 HIGH
553,21,1,5.73,🟠 HIGH
553,22,2,5.73,🟠 HIGH
553,23,2,5.73,🟠 HIGH
554,0,7,3.34,🟡 MEDIUM
554,1,3,3.34,🟡 MEDIUM
554,3,1,3.34,🟡 MEDIUM
554,4,6,3.34,🟡 MEDIUM
554,5,3,3.34,🟡 MEDIUM
554,6,2,3.34,🟡 MEDIUM
554,7,2,3.34,🟡 MEDIUM
554,20,2,3.34,🟡 MEDIUM
554,21,4,3.34,🟡 MEDIUM
554,23,1,3.34,🟡 MEDIUM
555,0,8,2.4,🟡 MEDIUM
555,2,3,2.4,🟡 MEDIUM
555,3,2,2.4,🟡 MEDIUM
555,4,5,2.4,🟡 MEDIUM
555,5,3,2.4,🟡 MEDIUM
555,23,2,2.4,🟡 MEDIUM
556,2,8,3.04,🟡 MEDIUM
556,4,5,3.04,🟡 MEDIUM
557,1,2,6.07,🟠 HIGH
557,2,5,6.07,🟠 HIGH
557,3,11,6.07,🟠 HIGH
557,4,10,6.07,🟠 HIGH
557,5,15,6.07,🟠 HIGH
557,6,1,6.07,🟠 HIGH
557,19,9,6.07,🟠 HIGH
557,21,2,6.07,🟠 HIGH
557,22,15,6.07,🟠 HIGH
557,23,2,6.07,🟠 HIGH
558,0,2,7.34,🔴 CRITICAL
558,2,3,7.34,🔴 CRITICAL
558,3,2,7.34,🔴 CRITICAL
558,8,1,7.34,🔴 CRITICAL
558,19,58,7.34,🔴 CRITICAL
558,20,10,7.34,🔴 CRITICAL
558,21,1,7.34,🔴 CRITICAL
559,0,3,2.07,🟡 MEDIUM
559,2,2,2.07,🟡 MEDIUM
559,3,2,2.07,🟡 MEDIUM
559,4,2,2.07,🟡 MEDIUM
559,5,4,2.07,🟡 MEDIUM
559,6,2,2.07,🟡 MEDIUM
559,7,2,2.07,🟡 MEDIUM
560,0,1,5.25,🟠 HIGH
560,1,2,5.25,🟠 HIGH
560,4,2,5.25,🟠 HIGH
560,5,3,5.25,🟠 HIGH
560,6,3,5.25,🟠 HIGH
560,7,7,5.25,🟠 HIGH
560,20,1,5.25,🟠 HIGH
560,21,1,5.25,🟠 HIGH
561,4,1,4.49,🟠 HIGH
561,21,5,4.49,🟠 HIGH
561,22,24,4.49,🟠 HIGH
561,23,1,4.49,🟠 HIGH
562,7,1,3.43,🟡 MEDIUM
562,19,1,3.43,🟡 MEDIUM
562,21,4,3.43,🟡 MEDIUM
562,22,12,3.43,🟡 MEDIUM
562,23,7,3.43,🟡 MEDIUM
563,0,4,0.38,🟢 LOW
563,1,1,0.38,🟢 LOW
563,4,3,0.38,🟢 LOW
563,5,2,0.38,🟢 LOW
563,6,2,0.38,🟢 LOW
563,21,2,0.38,🟢 LOW
563,23,1,0.38,🟢 LOW
564,0,1,4.61,🟠 HIGH
564,1,12,4.61,🟠 HIGH
564,3,3,4.61,🟠 HIGH
564,5,1,4.61,🟠 HIGH
564,7,2,4.61,🟠 HIGH
564,20,4,4.61,🟠 HIGH
565,0,4,3.99,🟡 MEDIUM
565,1,1,3.99,🟡 MEDIUM
565,2,5,3.99,🟡 MEDIUM
565,4,3,3.99,🟡 MEDIUM
565,7,1,3.99,🟡 MEDIUM
565,9,2,3.99,🟡 MEDIUM
565,19,1,3.99,🟡 MEDIUM
565,23,3,3.99,🟡 MEDIUM
566,0,1,4.48,🟠 HIGH
566,1,1,4.48,🟠 HIGH
566,2,5,4.48,🟠 HIGH
566,3,1,4.48,🟠 HIGH
566,4,4,4.48,🟠 HIGH
566,5,1,4.48,🟠 HIGH
566,6,1,4.48,🟠 HIGH
566,7,3,4.48,🟠 HIGH
566,8,2,4.48,🟠 HIGH
566,21,1,4.48,🟠 HIGH
566,22,1,4.48,🟠 HIGH
567,0,2,1.72,🟢 LOW
567,5,2,1.72,🟢 LOW
567,6,1,1.72,🟢 LOW
567,21,5,1.72,🟢 LOW
567,22,7,1.72,🟢 LOW
567,23,1,1.72,🟢 LOW
568,2,2,1.6,🟢 LOW
568,3,5,1.6,🟢 LOW
568,4,1,1.6,🟢 LOW
568,5,1,1.6,🟢 LOW
568,6,8,1.6,🟢 LOW
568,23,9,1.6,🟢 LOW
569,0,9,5.63,🟠 HIGH
569,1,2,5.63,🟠 HIGH
569,2,6,5.63,🟠 HIGH
569,3,1,5.63,🟠 HIGH
569,4,7,5.63,🟠 HIGH
569,5,5,5.63,🟠 HIGH
569,7,2,5.63,🟠 HIGH
569,11,1,5.63,🟠 HIGH
569,19,2,5.63,🟠 HIGH
569,21,6,5.63,🟠 HIGH
569,22,7,5.63,🟠 HIGH
569,23,1,5.63,🟠 HIGH
570,0,1,4.08,🟠 HIGH
570,1,2,4.08,🟠 HIGH
570,4,1,4.08,🟠 HIGH
570,5,4,4.08,🟠 HIGH
570,20,4,4.08,🟠 HIGH
570,21,4,4.08,🟠 HIGH
570,22,5,4.08,🟠 HIGH
570,23,2,4.08,🟠 HIGH
571,4,1,2.99,🟡 MEDIUM
571,5,9,2.99,🟡 MEDIUM
571,18,1,2.99,🟡 MEDIUM
571,19,3,2.99,🟡 MEDIUM
571,21,4,2.99,🟡 MEDIUM
571,23,2,2.99,🟡 MEDIUM
572,0,4,5.24,🟠 HIGH
572,1,4,5.24,🟠 HIGH
572,2,3,5.24,🟠 HIGH
572,3,5,5.24,🟠 HIGH
572,4,11,5.24,🟠 HIGH
572,5,11,5.24,🟠 HIGH
572,6,4,5.24,🟠 HIGH
572,7,1,5.24,🟠 HIGH
572,8,3,5.24,🟠 HIGH
572,9,2,5.24,🟠 HIGH
572,20,3,5.24,🟠 HIGH
572,21,3,5.24,🟠 HIGH
572,22,3,5.24,🟠 HIGH
572,23,4,5.24,🟠 HIGH
573,0,3,2.64,🟡 MEDIUM
573,2,1,2.64,🟡 MEDIUM
573,4,2,2.64,🟡 MEDIUM
573,5,13,2.64,🟡 MEDIUM
573,7,1,2.64,🟡 MEDIUM
573,20,1,2.64,🟡 MEDIUM
573,21,2,2.64,🟡 MEDIUM
573,23,3,2.64,🟡 MEDIUM
574,0,18,6.64,🟠 HIGH
574,1,4,6.64,🟠 HIGH
574,2,7,6.64,🟠 HIGH
574,3,2,6.64,🟠 HIGH
574,4,2,6.64,🟠 HIGH
574,5,10,6.64,🟠 HIGH
574,6,3,6.64,🟠 HIGH
574,7,9,6.64,🟠 HIGH
574,8,3,6.64,🟠 HIGH
574,18,1,6.64,🟠 HIGH
574,19,3,6.64,🟠 HIGH
574,20,1,6.64,🟠 HIGH
574,21,21,6.64,🟠 HIGH
574,22,16,6.64,🟠 HIGH
574,23,18,6.64,🟠 HIGH
575,0,15,4.79,🟠 HIGH
575,2,3,4.79,🟠 HIGH
575,3,2,4.79,🟠 HIGH
575,4,3,4.79,🟠 HIGH
575,5,1,4.79,🟠 HIGH
575,6,1,4.79,🟠 HIGH
575,19,5,4.79,🟠 HIGH
575,21,24,4.79,🟠 HIGH
575,22,2,4.79,🟠 HIGH
575,23,3,4.79,🟠 HIGH
576,1,1,5.0,🟠 HIGH
576,2,1,5.0,🟠 HIGH
576,3,5,5.0,🟠 HIGH
576,5,2,5.0,🟠 HIGH
576,6,1,5.0,🟠 HIGH
576,7,2,5.0,🟠 HIGH
576,8,1,5.0,🟠 HIGH
576,20,2,5.0,🟠 HIGH
576,21,8,5.0,🟠 HIGH
576,22,2,5.0,🟠 HIGH
577,0,1,3.09,🟡 MEDIUM
577,1,3,3.09,🟡 MEDIUM
577,2,1,3.09,🟡 MEDIUM
577,4,1,3.09,🟡 MEDIUM
577,5,6,3.09,🟡 MEDIUM
577,6,4,3.09,🟡 MEDIUM
577,7,1,3.09,🟡 MEDIUM
577,20,1,3.09,🟡 MEDIUM
577,21,2,3.09,🟡 MEDIUM
578,0,1,5.77,🟠 HIGH
578,5,1,5.77,🟠 HIGH
578,7,5,5.77,🟠 HIGH
578,18,10,5.77,🟠 HIGH
578,19,7,5.77,🟠 HIGH
578,20,3,5.77,🟠 HIGH
578,21,2,5.77,🟠 HIGH
578,23,2,5.77,🟠 HIGH
579,1,8,5.1,🟠 HIGH
579,2,15,5.1,🟠 HIGH
579,3,6,5.1,🟠 HIGH
579,5,1,5.1,🟠 HIGH
579,8,4,5.1,🟠 HIGH
579,21,2,5.1,🟠 HIGH
579,22,5,5.1,🟠 HIGH
579,23,1,5.1,🟠 HIGH
580,0,13,2.96,🟡 MEDIUM
580,4,5,2.96,🟡 MEDIUM
580,5,3,2.96,🟡 MEDIUM
580,6,2,2.96,🟡 MEDIUM
581,0,2,1.29,🟢 LOW
581,2,3,1.29,🟢 LOW
581,6,9,1.29,🟢 LOW
581,21,8,1.29,🟢 LOW
582,2,3,3.18,🟡 MEDIUM
582,4,1,3.18,🟡 MEDIUM
582,5,16,3.18,🟡 MEDIUM
582,6,3,3.18,🟡 MEDIUM
582,7,1,3.18,🟡 MEDIUM
583,0,1,5.32,🟠 HIGH
583,2,7,5.32,🟠 HIGH
583,6,1,5.32,🟠 HIGH
583,8,2,5.32,🟠 HIGH
583,20,1,5.32,🟠 HIGH
583,21,11,5.32,🟠 HIGH
583,22,9,5.32,🟠 HIGH
583,23,1,5.32,🟠 HIGH
584,0,7,4.28,🟠 HIGH
584,6,28,4.28,🟠 HIGH
584,22,8,4.28,🟠 HIGH
584,23,4,4.28,🟠 HIGH
585,5,2,4.97,🟠 HIGH
585,7,7,4.97,🟠 HIGH
585,8,5,4.97,🟠 HIGH
585,9,1,4.97,🟠 HIGH
586,0,6,1.9,🟢 LOW
586,2,1,1.9,🟢 LOW
586,4,1,1.9,🟢 LOW
586,5,1,1.9,🟢 LOW
586,21,4,1.9,🟢 LOW
586,23,7,1.9,🟢 LOW
587,19,1,4.07,🟠 HIGH
587,20,9,4.07,🟠 HIGH
587,21,7,4.07,🟠 HIGH
587,22,1,4.07,🟠 HIGH
588,0,7,0.38,🟢 LOW
588,1,2,0.38,🟢 LOW
588,2,1,0.38,🟢 LOW
588,6,1,0.38,🟢 LOW
588,22,2,0.38,🟢 LOW
588,23,2,0.38,🟢 LOW
589,0,5,6.97,🟠 HIGH
589,1,1,6.97,🟠 HIGH
589,2,7,6.97,🟠 HIGH
589,3,7,6.97,🟠 HIGH
589,4,6,6.97,🟠 HIGH
589,5,38,6.97,🟠 HIGH
589,6,11,6.97,🟠 HIGH
589,7,2,6.97,🟠 HIGH
589,21,11,6.97,🟠 HIGH
589,22,4,6.97,🟠 HIGH
589,23,18,6.97,🟠 HIGH
590,1,3,2.52,🟡 MEDIUM
590,6,4,2.52,🟡 MEDIUM
590,21,13,2.52,🟡 MEDIUM
590,22,1,2.52,🟡 MEDIUM
590,23,4,2.52,🟡 MEDIUM
591,0,3,2.75,🟡 MEDIUM
591,1,3,2.75,🟡 MEDIUM
591,2,10,2.75,🟡 MEDIUM
591,4,2,2.75,🟡 MEDIUM
591,5,1,2.75,🟡 MEDIUM
591,6,3,2.75,🟡 MEDIUM
591,9,1,2.75,🟡 MEDIUM
591,21,10,2.75,🟡 MEDIUM
591,23,4,2.75,🟡 MEDIUM
592,5,1,3.29,🟡 MEDIUM
592,6,13,3.29,🟡 MEDIUM
592,21,3,3.29,🟡 MEDIUM
592,22,5,3.29,🟡 MEDIUM
593,0,2,4.98,🟠 HIGH
593,1,13,4.98,🟠 HIGH
593,2,3,4.98,🟠 HIGH
593,4,1,4.98,🟠 HIGH
593,5,6,4.98,🟠 HIGH
593,8,1,4.98,🟠 HIGH
593,20,16,4.98,🟠 HIGH
593,21,9,4.98,🟠 HIGH
593,22,19,4.98,🟠 HIGH
594,0,2,3.14,🟡 MEDIUM
594,1,13,3.14,🟡 MEDIUM
594,2,2,3.14,🟡 MEDIUM
594,3,3,3.14,🟡 MEDIUM
594,4,2,3.14,🟡 MEDIUM
594,20,1,3.14,🟡 MEDIUM
595,2,2,1.9,🟢 LOW
595,4,3,1.9,🟢 LOW
595,6,1,1.9,🟢 LOW
595,10,1,1.9,🟢 LOW
595,21,6,1.9,🟢 LOW
595,22,4,1.9,🟢 LOW
595,23,3,1.9,🟢 LOW
596,0,3,3.62,🟡 MEDIUM
596,2,9,3.62,🟡 MEDIUM
596,4,10,3.62,🟡 MEDIUM
596,5,37,3.62,🟡 MEDIUM
596,6,13,3.62,🟡 MEDIUM
596,7,1,3.62,🟡 MEDIUM
596,20,2,3.62,🟡 MEDIUM
596,21,3,3.62,🟡 MEDIUM
596,22,1,3.62,🟡 MEDIUM
596,23,2,3.62,🟡 MEDIUM
597,0,7,3.89,🟡 MEDIUM
597,4,16,3.89,🟡 MEDIUM
597,5,11,3.89,🟡 MEDIUM
597,22,29,3.89,🟡 MEDIUM
597,23,11,3.89,🟡 MEDIUM
598,1,1,2.8,🟡 MEDIUM
598,2,3,2.8,🟡 MEDIUM
598,4,10,2.8,🟡 MEDIUM
598,5,2,2.8,🟡 MEDIUM
598,6,1,2.8,🟡 MEDIUM
598,8,2,2.8,🟡 MEDIUM
598,21,9,2.8,🟡 MEDIUM
598,23,1,2.8,🟡 MEDIUM
599,0,2,1.73,🟢 LOW
599,1,4,1.73,🟢 LOW
599,2,1,1.73,🟢 LOW
599,4,2,1.73,🟢 LOW
599,5,6,1.73,🟢 LOW
599,6,1,1.73,🟢 LOW
599,21,1,1.73,🟢 LOW
600,1,4,5.01,🟠 HIGH
600,2,1,5.01,🟠 HIGH
600,3,1,5.01,🟠 HIGH
600,4,1,5.01,🟠 HIGH
600,5,2,5.01,🟠 HIGH
600,6,4,5.01,🟠 HIGH
600,7,2,5.01,🟠 HIGH
600,9,1,5.01,🟠 HIGH
600,10,1,5.01,🟠 HIGH
600,11,1,5.01,🟠 HIGH
600,20,1,5.01,🟠 HIGH
600,22,1,5.01,🟠 HIGH
600,23,9,5.01,🟠 HIGH
601,0,4,2.6,🟡 MEDIUM
601,1,2,2.6,🟡 MEDIUM
601,2,4,2.6,🟡 MEDIUM
601,3,7,2.6,🟡 MEDIUM
601,4,6,2.6,🟡 MEDIUM
601,5,8,2.6,🟡 MEDIUM
601,21,1,2.6,🟡 MEDIUM
601,22,3,2.6,🟡 MEDIUM
602,0,1,3.65,🟡 MEDIUM
602,1,7,3.65,🟡 MEDIUM
602,2,10,3.65,🟡 MEDIUM
602,3,4,3.65,🟡 MEDIUM
602,4,6,3.65,🟡 MEDIUM
602,5,3,3.65,🟡 MEDIUM
602,7,1,3.65,🟡 MEDIUM
602,20,1,3.65,🟡 MEDIUM
602,21,1,3.65,🟡 MEDIUM
602,22,8,3.65,🟡 MEDIUM
602,23,4,3.65,🟡 MEDIUM
603,2,5,3.74,🟡 MEDIUM
603,3,4,3.74,🟡 MEDIUM
603,5,8,3.74,🟡 MEDIUM
603,6,8,3.74,🟡 MEDIUM
604,5,17,1.19,🟢 LOW
604,6,4,1.19,🟢 LOW
605,0,7,3.12,🟡 MEDIUM
605,1,8,3.12,🟡 MEDIUM
605,2,3,3.12,🟡 MEDIUM
605,4,10,3.12,🟡 MEDIUM
605,5,8,3.12,🟡 MEDIUM
606,0,1,3.83,🟡 MEDIUM
606,4,2,3.83,🟡 MEDIUM
606,6,4,3.83,🟡 MEDIUM
606,7,4,3.83,🟡 MEDIUM
606,23,8,3.83,🟡 MEDIUM
607,5,1,5.55,🟠 HIGH
607,19,3,5.55,🟠 HIGH
607,20,11,5.55,🟠 HIGH
607,23,2,5.55,🟠 HIGH
608,19,1,4.34,🟠 HIGH
608,20,8,4.34,🟠 HIGH
608,21,4,4.34,🟠 HIGH
608,22,2,4.34,🟠 HIGH
608,23,1,4.34,🟠 HIGH
609,0,2,1.29,🟢 LOW
609,21,5,1.29,🟢 LOW
609,23,15,1.29,🟢 LOW
610,0,1,4.93,🟠 HIGH
610,1,1,4.93,🟠 HIGH
610,2,1,4.93,🟠 HIGH
610,3,1,4.93,🟠 HIGH
610,4,2,4.93,🟠 HIGH
610,5,3,4.93,🟠 HIGH
610,6,13,4.93,🟠 HIGH
610,7,12,4.93,🟠 HIGH
610,8,2,4.93,🟠 HIGH
610,9,1,4.93,🟠 HIGH
610,21,3,4.93,🟠 HIGH
610,22,7,4.93,🟠 HIGH
610,23,3,4.93,🟠 HIGH
611,0,5,3.06,🟡 MEDIUM
611,1,2,3.06,🟡 MEDIUM
611,3,7,3.06,🟡 MEDIUM
611,4,2,3.06,🟡 MEDIUM
611,5,1,3.06,🟡 MEDIUM
611,10,1,3.06,🟡 MEDIUM
611,20,2,3.06,🟡 MEDIUM
611,21,9,3.06,🟡 MEDIUM
612,2,1,3.38,🟡 MEDIUM
612,4,2,3.38,🟡 MEDIUM
612,5,5,3.38,🟡 MEDIUM
612,6,13,3.38,🟡 MEDIUM
613,1,4,5.0,🟠 HIGH
613,6,2,5.0,🟠 HIGH
613,7,1,5.0,🟠 HIGH
613,8,2,5.0,🟠 HIGH
613,9,1,5.0,🟠 HIGH
613,20,1,5.0,🟠 HIGH
613,21,6,5.0,🟠 HIGH
613,22,9,5.0,🟠 HIGH
613,23,2,5.0,🟠 HIGH
614,2,11,5.38,🟠 HIGH
614,3,3,5.38,🟠 HIGH
614,5,1,5.38,🟠 HIGH
614,20,1,5.38,🟠 HIGH
614,22,5,5.38,🟠 HIGH
615,1,3,0.38,🟢 LOW
615,2,1,0.38,🟢 LOW
615,3,3,0.38,🟢 LOW
615,4,1,0.38,🟢 LOW
615,5,2,0.38,🟢 LOW
615,21,5,0.38,🟢 LOW
616,0,10,1.6,🟢 LOW
616,1,2,1.6,🟢 LOW
616,21,6,1.6,🟢 LOW
616,22,3,1.6,🟢 LOW
616,23,5,1.6,🟢 LOW
617,0,5,5.17,🟠 HIGH
617,1,1,5.17,🟠 HIGH
617,2,8,5.17,🟠 HIGH
617,3,3,5.17,🟠 HIGH
617,5,16,5.17,🟠 HIGH
617,6,1,5.17,🟠 HIGH
617,20,2,5.17,🟠 HIGH
617,21,2,5.17,🟠 HIGH
617,22,1,5.17,🟠 HIGH
617,23,2,5.17,🟠 HIGH
618,0,1,1.1,🟢 LOW
618,1,2,1.1,🟢 LOW
618,4,2,1.1,🟢 LOW
618,5,4,1.1,🟢 LOW
618,23,11,1.1,🟢 LOW
619,0,2,0.38,🟢 LOW
619,1,9,0.38,🟢 LOW
619,5,3,0.38,🟢 LOW
619,22,1,0.38,🟢 LOW
620,6,8,3.66,🟡 MEDIUM
620,7,7,3.66,🟡 MEDIUM
620,8,1,3.66,🟡 MEDIUM
621,1,1,1.38,🟢 LOW
621,2,3,1.38,🟢 LOW
621,3,1,1.38,🟢 LOW
621,4,1,1.38,🟢 LOW
621,5,3,1.38,🟢 LOW
621,6,4,1.38,🟢 LOW
621,23,2,1.38,🟢 LOW
622,3,5,4.1,🟠 HIGH
622,5,6,4.1,🟠 HIGH
622,9,1,4.1,🟠 HIGH
622,18,1,4.1,🟠 HIGH
622,19,2,4.1,🟠 HIGH
622,20,1,4.1,🟠 HIGH
622,23,1,4.1,🟠 HIGH
623,0,6,5.0,🟠 HIGH
623,1,3,5.0,🟠 HIGH
623,2,2,5.0,🟠 HIGH
623,4,1,5.0,🟠 HIGH
623,5,2,5.0,🟠 HIGH
623,7,1,5.0,🟠 HIGH
623,20,3,5.0,🟠 HIGH
623,21,10,5.0,🟠 HIGH
623,22,6,5.0,🟠 HIGH
623,23,4,5.0,🟠 HIGH
624,3,1,3.35,🟡 MEDIUM
624,4,1,3.35,🟡 MEDIUM
624,5,6,3.35,🟡 MEDIUM
624,6,3,3.35,🟡 MEDIUM
624,7,1,3.35,🟡 MEDIUM
624,10,5,3.35,🟡 MEDIUM
625,18,1,8.01,🔴 CRITICAL
625,19,69,8.01,🔴 CRITICAL
625,20,2,8.01,🔴 CRITICAL
625,21,1,8.01,🔴 CRITICAL
625,23,2,8.01,🔴 CRITICAL
626,1,9,1.96,🟢 LOW
626,6,10,1.96,🟢 LOW
627,0,8,3.13,🟡 MEDIUM
627,3,1,3.13,🟡 MEDIUM
627,5,3,3.13,🟡 MEDIUM
627,6,1,3.13,🟡 MEDIUM
627,20,4,3.13,🟡 MEDIUM
627,21,4,3.13,🟡 MEDIUM
627,22,2,3.13,🟡 MEDIUM
628,6,1,6.19,🟠 HIGH
628,7,6,6.19,🟠 HIGH
628,21,26,6.19,🟠 HIGH
628,22,2,6.19,🟠 HIGH
629,0,6,2.44,🟡 MEDIUM
629,2,5,2.44,🟡 MEDIUM
629,3,1,2.44,🟡 MEDIUM
629,4,1,2.44,🟡 MEDIUM
629,5,2,2.44,🟡 MEDIUM
629,6,3,2.44,🟡 MEDIUM
629,9,1,2.44,🟡 MEDIUM
629,19,1,2.44,🟡 MEDIUM
629,21,2,2.44,🟡 MEDIUM
630,1,11,1.92,🟢 LOW
630,2,2,1.92,🟢 LOW
630,21,12,1.92,🟢 LOW
630,22,6,1.92,🟢 LOW
631,6,4,3.32,🟡 MEDIUM
631,20,3,3.32,🟡 MEDIUM
631,22,6,3.32,🟡 MEDIUM
632,2,3,4.21,🟠 HIGH
632,3,7,4.21,🟠 HIGH
632,4,2,4.21,🟠 HIGH
632,5,3,4.21,🟠 HIGH
632,6,1,4.21,🟠 HIGH
632,7,1,4.21,🟠 HIGH
632,21,22,4.21,🟠 HIGH
632,22,6,4.21,🟠 HIGH
632,23,1,4.21,🟠 HIGH
633,2,1,6.56,🟠 HIGH
633,4,1,6.56,🟠 HIGH
633,6,2,6.56,🟠 HIGH
633,7,24,6.56,🟠 HIGH
633,8,4,6.56,🟠 HIGH
633,23,1,6.56,🟠 HIGH
634,2,4,4.3,🟠 HIGH
634,3,4,4.3,🟠 HIGH
634,5,2,4.3,🟠 HIGH
634,6,1,4.3,🟠 HIGH
634,7,1,4.3,🟠 HIGH
634,18,2,4.3,🟠 HIGH
634,19,2,4.3,🟠 HIGH
634,20,2,4.3,🟠 HIGH
634,21,1,4.3,🟠 HIGH
635,0,3,4.22,🟠 HIGH
635,4,1,4.22,🟠 HIGH
635,5,4,4.22,🟠 HIGH
635,6,7,4.22,🟠 HIGH
635,7,3,4.22,🟠 HIGH
635,21,5,4.22,🟠 HIGH
635,22,1,4.22,🟠 HIGH
635,23,9,4.22,🟠 HIGH
636,0,2,5.3,🟠 HIGH
636,1,5,5.3,🟠 HIGH
636,2,1,5.3,🟠 HIGH
636,3,5,5.3,🟠 HIGH
636,4,6,5.3,🟠 HIGH
636,5,2,5.3,🟠 HIGH
636,6,2,5.3,🟠 HIGH
636,7,1,5.3,🟠 HIGH
636,8,2,5.3,🟠 HIGH
636,9,6,5.3,🟠 HIGH
636,21,2,5.3,🟠 HIGH
636,23,5,5.3,🟠 HIGH
637,4,1,1.34,🟢 LOW
637,5,3,1.34,🟢 LOW
637,6,10,1.34,🟢 LOW
637,7,1,1.34,🟢 LOW
638,0,3,5.2,🟠 HIGH
638,1,1,5.2,🟠 HIGH
638,2,2,5.2,🟠 HIGH
638,4,4,5.2,🟠 HIGH
638,5,8,5.2,🟠 HIGH
638,6,1,5.2,🟠 HIGH
638,7,2,5.2,🟠 HIGH
638,8,2,5.2,🟠 HIGH
638,20,5,5.2,🟠 HIGH
638,21,1,5.2,🟠 HIGH
638,22,7,5.2,🟠 HIGH
638,23,3,5.2,🟠 HIGH
639,3,2,4.02,🟠 HIGH
639,4,5,4.02,🟠 HIGH
639,5,26,4.02,🟠 HIGH
639,20,1,4.02,🟠 HIGH
639,21,2,4.02,🟠 HIGH
639,22,5,4.02,🟠 HIGH
639,23,7,4.02,🟠 HIGH
640,1,3,3.63,🟡 MEDIUM
640,5,2,3.63,🟡 MEDIUM
640,6,3,3.63,🟡 MEDIUM
640,7,7,3.63,🟡 MEDIUM
640,21,3,3.63,🟡 MEDIUM
640,22,1,3.63,🟡 MEDIUM
641,0,3,5.01,🟠 HIGH
641,1,5,5.01,🟠 HIGH
641,2,2,5.01,🟠 HIGH
641,5,1,5.01,🟠 HIGH
641,6,2,5.01,🟠 HIGH
641,7,3,5.01,🟠 HIGH
641,9,2,5.01,🟠 HIGH
641,22,2,5.01,🟠 HIGH
641,23,2,5.01,🟠 HIGH
642,0,3,3.79,🟡 MEDIUM
642,5,3,3.79,🟡 MEDIUM
642,6,4,3.79,🟡 MEDIUM
642,7,3,3.79,🟡 MEDIUM
642,21,2,3.79,🟡 MEDIUM
642,22,3,3.79,🟡 MEDIUM
642,23,4,3.79,🟡 MEDIUM
643,0,1,3.88,🟡 MEDIUM
643,1,4,3.88,🟡 MEDIUM
643,2,1,3.88,🟡 MEDIUM
643,3,4,3.88,🟡 MEDIUM
643,4,1,3.88,🟡 MEDIUM
643,5,4,3.88,🟡 MEDIUM
643,21,1,3.88,🟡 MEDIUM
644,1,2,5.28,🟠 HIGH
644,2,3,5.28,🟠 HIGH
644,4,9,5.28,🟠 HIGH
644,7,2,5.28,🟠 HIGH
644,8,16,5.28,🟠 HIGH
644,20,1,5.28,🟠 HIGH
644,21,2,5.28,🟠 HIGH
644,23,2,5.28,🟠 HIGH
645,0,5,3.97,🟡 MEDIUM
645,1,3,3.97,🟡 MEDIUM
645,2,2,3.97,🟡 MEDIUM
645,4,1,3.97,🟡 MEDIUM
645,5,2,3.97,🟡 MEDIUM
645,19,1,3.97,🟡 MEDIUM
646,0,5,3.95,🟡 MEDIUM
646,1,5,3.95,🟡 MEDIUM
646,2,2,3.95,🟡 MEDIUM
646,3,1,3.95,🟡 MEDIUM
646,7,2,3.95,🟡 MEDIUM
